id,title,year,runtime,genre,imdb_rating,metascore,num_votes,gross
tt1013752,Fast & Furious - Neues Modell. Originalteile.,2009,107 min,"Action, Crime, Thriller",6.5,46,291629,$155.06M
tt1028532,Hachiko - Eine wunderbare Freundschaft,2009,93 min,"Biography, Drama, Family",8.1,NA,289812,NA
tt0800039,Nie wieder Sex mit der Ex,2008,111 min,"Comedy, Drama, Romance",7.1,67,289043,$63.17M
tt5727208,Der schwarze Diamant,2019,135 min,"Crime, Drama, Thriller",7.4,91,288861,NA
tt0203009,Moulin Rouge!,2001,127 min,"Drama, Musical, Romance",7.6,66,288557,$57.39M
tt4123430,Phantastische Tierwesen: Grindelwalds Verbrechen,2018,134 min,"Adventure, Family, Fantasy",6.5,52,288477,$159.56M
tt1259571,New Moon - Biss zur Mittagsstunde,2009,130 min,"Adventure, Drama, Fantasy",4.7,44,288146,$296.62M
tt4034228,Manchester by the Sea,2016,137 min,Drama,7.8,96,288089,$47.70M
tt1133985,Green Lantern,2011,114 min,"Action, Adventure, Sci-Fi",5.5,39,287956,$116.60M
tt2397535,Predestination,2014,97 min,"Action, Drama, Sci-Fi",7.4,69,287307,$0.07M
tt1485796,Greatest Showman,2017,105 min,"Biography, Drama, Musical",7.5,48,287229,$174.34M
tt0120669,Angst und Schrecken in Las Vegas,1998,118 min,"Adventure, Comedy, Drama",7.5,41,287035,$10.68M
tt1213663,The World's End,2013,109 min,"Action, Comedy, Sci-Fi",6.9,81,285883,$26.00M
tt2316204,Alien: Covenant,2017,122 min,"Horror, Sci-Fi, Thriller",6.4,65,285766,$74.26M
tt0348150,Superman Returns,2006,154 min,"Action, Adventure, Sci-Fi",6.1,72,285544,$200.08M
tt0800320,Kampf der Titanen,2010,106 min,"Action, Adventure, Fantasy",5.8,39,285324,$163.21M
tt0077651,Halloween - Die Nacht des Grauens,1978,91 min,"Horror, Thriller",7.7,87,284875,$47.00M
tt4550098,Nocturnal Animals,2016,116 min,"Drama, Thriller",7.5,67,284721,$10.66M
tt0319343,"Buddy, der Weihnachtself",2003,97 min,"Adventure, Comedy, Family",7.1,64,284633,$173.40M
tt0258000,Panic Room,2002,112 min,"Crime, Drama, Thriller",6.8,65,283540,$96.40M
tt0783233,Abbitte,2007,123 min,"Drama, Mystery, Romance",7.8,85,283119,$50.93M
tt0187078,Nur noch 60 Sekunden,2000,118 min,"Action, Crime, Thriller",6.5,35,282583,$101.65M
tt0438097,Ice Age 2 - Jetzt taut's,2006,91 min,"Animation, Adventure, Comedy",6.8,59,282461,$195.33M
tt7991608,Red Notice,2021,118 min,"Action, Comedy, Thriller",6.3,37,282346,NA
tt0077631,Grease - Schmiere,1978,110 min,"Comedy, Musical, Romance",7.2,70,282122,$188.76M
tt1340138,Terminator - Genisys,2015,126 min,"Action, Adventure, Sci-Fi",6.3,38,281495,$89.76M
tt2277860,Findet Dorie,2016,97 min,"Animation, Adventure, Comedy",7.3,77,281461,$486.30M
tt0095327,Die letzten Glühwürmchen,1988,89 min,"Animation, Drama, War",8.5,94,281146,NA
tt3040964,The Jungle Book,2016,106 min,"Adventure, Drama, Family",7.4,77,280594,$364.00M
tt5726616,Call Me by Your Name,2017,132 min,"Drama, Romance",7.8,94,280499,$18.10M
tt0463854,28 Weeks Later,2007,100 min,"Action, Adventure, Horror",6.9,78,280469,$28.64M
tt4160708,Don't Breathe,2016,88 min,"Crime, Horror, Thriller",7.1,71,280408,$89.22M
tt2302755,Olympus Has Fallen - Die Welt in Gefahr,2013,119 min,"Action, Thriller",6.5,41,280368,$98.93M
tt0181875,Almost Famous - Fast berühmt,2000,122 min,"Adventure, Comedy, Drama",7.9,90,280266,$32.53M
tt0121164,Corpse Bride - Hochzeit mit einer Leiche,2005,77 min,"Animation, Drama, Family",7.3,83,279999,$53.36M
tt0120611,Blade,1998,120 min,"Action, Horror, Sci-Fi",7.1,47,279766,$70.09M
tt0187393,Der Patriot,2000,165 min,"Action, Drama, History",7.2,63,279387,$113.33M
tt0089218,Die Goonies,1985,114 min,"Adventure, Comedy, Family",7.7,62,279342,$61.50M
tt1343727,Dredd,2012,95 min,"Action, Crime, Sci-Fi",7.1,60,279201,$13.41M
tt0212985,Hannibal,2001,131 min,"Crime, Drama, Thriller",6.8,57,279152,$165.09M
tt3076658,Creed: Rocky's Legacy,2015,133 min,"Action, Drama, Sport",7.6,82,279108,$109.77M
tt0118884,Contact,1997,150 min,"Drama, Mystery, Sci-Fi",7.5,62,278722,$100.92M
tt0450385,Zimmer 1408,2007,104 min,"Fantasy, Horror, Mystery",6.8,64,278573,$71.99M
tt0322259,2 Fast 2 Furious,2003,107 min,"Action, Crime, Thriller",5.9,38,278213,$127.15M
tt0289765,Roter Drache,2002,124 min,"Crime, Drama, Thriller",7.2,60,277662,$93.15M
tt3263904,Sully,2016,96 min,"Biography, Drama",7.4,74,277500,$125.07M
tt0196229,Zoolander,2001,90 min,Comedy,6.5,61,277336,$45.17M
tt0061722,Die Reifeprüfung,1967,106 min,"Comedy, Drama, Romance",8,83,276734,$104.95M
tt0463985,The Fast and the Furious: Tokyo Drift,2006,104 min,"Action, Crime, Thriller",6,45,276694,$62.51M
tt0452623,Gone Baby Gone - Kein Kinderspiel,2007,114 min,"Crime, Drama, Mystery",7.6,72,276663,$20.30M
tt1650554,Kick-Ass 2,2013,103 min,"Action, Comedy, Crime",6.5,41,276611,$28.80M
tt3065204,Conjuring 2,2016,134 min,"Horror, Mystery, Thriller",7.3,65,276319,$102.47M
tt0401729,John Carter: Zwischen zwei Welten,2012,132 min,"Action, Adventure, Sci-Fi",6.6,51,276241,$73.08M
tt0411477,Hellboy 2 - Die goldene Armee,2008,120 min,"Action, Adventure, Fantasy",7,78,275535,$75.75M
tt0486655,Der Sternwanderer,2007,127 min,"Adventure, Family, Fantasy",7.6,66,275446,$38.63M
tt0120804,Resident Evil,2002,100 min,"Action, Horror, Sci-Fi",6.6,33,275214,$40.12M
tt0290002,"Meine Frau, ihre Schwiegereltern und ich",2004,115 min,"Comedy, Romance",6.3,41,275204,$279.26M
tt0120812,Rush Hour,1998,98 min,"Action, Comedy, Crime",7,60,274591,$141.15M
tt5311514,Your Name.,2016,106 min,"Animation, Drama, Fantasy",8.4,79,274546,$5.02M
tt0320691,Underworld,2003,121 min,"Action, Fantasy, Thriller",7,42,273942,$51.97M
tt1386588,Die etwas anderen Cops,2010,107 min,"Action, Comedy, Crime",6.6,64,273683,$119.22M
tt0437086,Alita: Battle Angel,2019,122 min,"Action, Adventure, Sci-Fi",7.3,53,273676,$85.71M
tt1817273,The Place Beyond the Pines,2012,140 min,"Crime, Drama, Thriller",7.3,68,273194,$21.38M
tt0183649,Nicht auflegen!,2002,81 min,"Crime, Thriller",7.1,56,273110,$46.57M
tt0955308,Robin Hood,2010,140 min,"Action, Adventure, Drama",6.6,53,272791,$105.27M
tt7126948,Wonder Woman 1984,2020,151 min,"Action, Adventure, Fantasy",5.4,60,272492,$46.37M
tt0257044,Road to Perdition,2002,117 min,"Crime, Drama, Thriller",7.7,72,272445,$104.45M
tt0107614,Mrs. Doubtfire: Das stachelige Kindermädchen,1993,125 min,"Comedy, Drama",7.1,53,272242,$219.20M
tt0190332,Tiger & Dragon,2000,120 min,"Action, Adventure, Drama",7.9,94,272161,$128.08M
tt0259711,Vanilla Sky,2001,136 min,"Fantasy, Mystery, Romance",6.9,45,272140,$100.61M
tt7349950,Es Kapitel 2,2019,169 min,"Drama, Fantasy, Horror",6.5,58,272052,$211.59M
tt1192628,Rango,2011,107 min,"Animation, Action, Adventure",7.2,75,271607,$123.48M
tt0116695,Jerry Maguire: Spiel des Lebens,1996,139 min,"Comedy, Drama, Romance",7.3,77,271534,$153.95M
tt0151804,Alles Routine,1999,89 min,Comedy,7.6,68,271520,$10.82M
tt0338526,Van Helsing,2004,131 min,"Action, Adventure, Fantasy",6,35,270966,$120.18M
tt1077368,Dark Shadows,2012,113 min,"Comedy, Fantasy, Horror",6.2,55,270883,$79.73M
tt0286716,Hulk,2003,138 min,"Action, Sci-Fi",5.6,54,270834,$132.18M
tt6139732,Aladdin,2019,128 min,"Adventure, Comedy, Family",6.9,53,270710,$355.56M
tt0112442,Bad Boys - Harte Jungs,1995,119 min,"Action, Comedy, Crime",6.8,41,270698,$65.81M
tt0099348,Der mit dem Wolf tanzt,1990,181 min,"Adventure, Drama, Western",8,72,270412,$184.21M
tt0053291,Manche mögen's heiß,1959,121 min,"Comedy, Music, Romance",8.2,98,270070,$25.00M
tt4263482,The Witch,2015,92 min,"Drama, Fantasy, Horror",6.9,83,269662,$25.14M
tt0118749,Boogie Nights,1997,155 min,Drama,7.9,85,269528,$26.40M
tt1001526,Megamind,2010,95 min,"Animation, Action, Comedy",7.3,63,269149,$148.42M
tt7349662,BlacKkKlansman,2018,135 min,"Biography, Comedy, Crime",7.5,83,269138,$49.28M
tt0104257,Eine Frage der Ehre,1992,138 min,"Drama, Thriller",7.7,62,268983,$141.34M
tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,92 min,"Action, Adventure, Fantasy",5.6,45,268811,$131.92M
tt0381681,Before Sunset,2004,80 min,"Drama, Romance",8.1,90,268602,$5.82M
tt0097757,"Arielle, die Meerjungfrau",1989,83 min,"Animation, Adventure, Comedy",7.6,88,268036,$111.54M
tt0075686,Der Stadtneurotiker,1977,93 min,"Comedy, Romance",8,92,268038,$39.20M
tt2024469,Non-Stop,2014,106 min,"Action, Mystery, Thriller",6.9,56,267647,$92.17M
tt0803096,Warcraft: The Beginning,2016,123 min,"Action, Adventure, Fantasy",6.7,32,267347,$47.37M
tt0185937,Blair Witch Project,1999,81 min,"Horror, Mystery",6.5,81,266616,$140.54M
tt0175142,Scary Movie,2000,88 min,Comedy,6.2,48,266350,$157.02M
tt0170016,Der Grinch,2000,104 min,"Comedy, Family, Fantasy",6.3,46,266189,$260.04M
tt0215750,Duell: Enemy at the Gates,2001,131 min,"Action, Drama, War",7.5,53,266161,$51.40M
tt0070735,Der Clou,1973,129 min,"Comedy, Crime, Drama",8.3,83,265721,$159.60M
tt0368447,The Village - Das Dorf,2004,108 min,"Drama, Mystery, Thriller",6.6,44,265484,$114.20M
tt0111503,True Lies - Wahre Lügen,1994,141 min,"Action, Comedy, Thriller",7.3,63,264294,$146.28M
tt3402236,Mord im Orient-Express,2017,114 min,"Crime, Drama, Mystery",6.5,52,264010,$102.83M
tt0221027,Blow,2001,124 min,"Biography, Crime, Drama",7.5,52,263965,$52.99M
tt0095765,Cinema Paradiso,1988,155 min,"Drama, Romance",8.5,80,263956,$11.99M
tt1401152,Unknown Identity,2011,113 min,"Action, Mystery, Thriller",6.8,56,263751,$63.69M
tt0093870,RoboCop - Das Gesetz in der Zukunft,1987,102 min,"Action, Crime, Sci-Fi",7.6,70,263454,$53.42M
tt3464902,The Lobster: Eine unkonventionelle Liebesgeschichte,2015,119 min,"Drama, Romance, Sci-Fi",7.1,82,263350,$8.70M
tt0443272,Lincoln,2012,150 min,"Biography, Drama, History",7.3,86,263352,$182.21M
tt0093409,Lethal Weapon - Zwei stahlharte Profis,1987,109 min,"Action, Crime, Thriller",7.6,68,262861,$65.21M
tt1931533,7 Psychos,2012,110 min,"Comedy, Crime",7.1,66,262583,$15.02M
tt7888964,Nobody,2021,92 min,"Action, Crime, Drama",7.4,64,261873,$27.27M
tt3450958,Planet der Affen: Survival,2017,140 min,"Action, Adventure, Drama",7.4,82,261872,$146.88M
tt0429493,Das A-Team - Der Film,2010,117 min,"Action, Adventure, Thriller",6.7,47,261499,$77.22M
tt0837562,Hotel Transsilvanien,2012,91 min,"Animation, Adventure, Comedy",7,47,260892,$148.31M
tt0195714,Final Destination,2000,98 min,"Horror, Thriller",6.7,36,260752,$53.33M
tt1385826,Der Plan,2011,106 min,"Romance, Sci-Fi, Thriller",7,60,260676,$62.50M
tt0113189,James Bond 007: GoldenEye,1995,130 min,"Action, Adventure, Thriller",7.2,65,260492,$106.60M
tt0072890,Hundstage,1975,125 min,"Biography, Crime, Drama",8,86,260218,$50.00M
tt2674426,Ein ganzes halbes Jahr,2016,106 min,"Drama, Romance",7.4,51,260039,$56.25M
tt0252866,American Pie 2,2001,108 min,Comedy,6.4,43,259724,$145.10M
tt0059578,Für ein paar Dollar mehr,1965,132 min,Western,8.2,74,259510,$15.00M
tt0363547,Dawn of the Dead,2004,101 min,"Action, Horror",7.3,59,259301,$59.02M
tt0497465,Vicky Cristina Barcelona,2008,96 min,"Comedy, Drama, Romance",7.1,70,259166,$23.22M
tt0102057,Hook,1991,142 min,"Adventure, Comedy, Family",6.8,52,259132,$119.65M
tt1922777,"Sinister - Wenn Du ihn siehst, bist Du schon verloren",2012,110 min,"Horror, Mystery, Thriller",6.8,53,258452,$48.09M
tt0824747,Der fremde Sohn,2008,141 min,"Biography, Crime, Drama",7.8,63,258020,$35.74M
tt0083944,Rambo,1982,93 min,"Action, Adventure, Thriller",7.7,61,257821,$47.21M
tt9243946,El Camino: Ein Breaking Bad Film,2019,122 min,"Action, Crime, Drama",7.3,72,257764,NA
tt1959490,Noah,2014,138 min,"Action, Adventure, Drama",5.8,68,257654,$101.20M
tt5362988,Wind River,2017,107 min,"Crime, Drama, Mystery",7.7,73,257490,$33.80M
tt1386703,Total Recall,2012,118 min,"Action, Adventure, Sci-Fi",6.2,43,257426,$58.88M
tt0432348,Saw 2,2005,93 min,"Horror, Mystery",6.6,40,256905,$87.04M
tt0118688,Batman & Robin,1997,125 min,"Action, Sci-Fi",3.7,28,256896,$107.33M
tt7975244,Jumanji: The Next Level,2019,123 min,"Action, Adventure, Comedy",6.7,58,256595,$316.83M
tt1375670,Kindsköpfe,2010,102 min,Comedy,5.9,30,256564,$162.00M
tt2361509,Man lernt nie aus,2015,121 min,"Comedy, Drama",7.1,51,256372,$75.76M
tt1092026,Paul - Ein Alien auf der Flucht,2011,104 min,"Adventure, Comedy, Sci-Fi",6.9,57,256252,$37.41M
tt0112462,Batman Forever,1995,121 min,"Action, Adventure",5.4,51,256243,$184.03M
tt4046784,Maze Runner - Die Auserwählten in der Brandwüste,2015,131 min,"Action, Adventure, Sci-Fi",6.3,43,256034,$81.70M
tt1823672,Chappie,2015,120 min,"Action, Crime, Drama",6.8,41,255979,$31.57M
tt1032755,RocknRolla,2008,114 min,"Action, Crime, Thriller",7.2,53,255877,$5.69M
tt1979376,Toy Story 4: Alles hört auf kein Kommando,2019,100 min,"Animation, Adventure, Comedy",7.7,84,255835,$434.04M
tt0478087,21,2008,123 min,"Crime, Drama, History",6.8,48,255804,$81.16M
tt1601913,The Grey - Unter Wölfen,2011,117 min,"Action, Adventure, Drama",6.8,64,255394,$51.58M
tt0172156,Bad Boys II,2003,147 min,"Action, Comedy, Crime",6.6,38,255132,$138.61M
tt10838180,Matrix Resurrections,2021,148 min,"Action, Sci-Fi",5.7,63,254561,NA
tt0396171,Das Parfum - Die Geschichte eines Mörders,2006,147 min,"Crime, Drama, Fantasy",7.5,56,254549,$2.22M
tt1706593,Chronicle - Wozu bist du fähig?,2012,89 min,"Action, Drama, Sci-Fi",7,69,254533,$64.58M
tt0364725,Voll auf die Nüsse,2004,92 min,"Comedy, Sport",6.7,55,254429,$114.33M
tt0358273,Walk the Line,2005,136 min,"Biography, Drama, Music",7.8,72,254427,$119.52M
tt0448134,Sunshine,2007,107 min,"Sci-Fi, Thriller",7.2,64,253981,$3.68M
tt2381941,Focus,2015,105 min,"Comedy, Crime, Drama",6.6,56,253863,$53.86M
tt0309698,Identität,2003,90 min,"Mystery, Thriller",7.3,64,253092,$52.16M
tt0479884,Crank,2006,88 min,"Action, Crime, Thriller",6.9,57,252989,$27.83M
tt1855199,End of Watch,2012,109 min,"Action, Adventure, Crime",7.6,68,252954,$41.00M
tt0082096,Das Boot,1981,149 min,"Drama, War",8.4,86,252953,$11.49M
tt1673434,Breaking Dawn - Bis(s) zum Ende der Nacht: Teil 2,2012,115 min,"Adventure, Drama, Fantasy",5.5,52,252242,$292.30M
tt0795421,Mamma Mia!,2008,108 min,"Comedy, Musical, Romance",6.5,51,251463,$144.13M
tt0118583,Alien - Die Wiedergeburt,1997,109 min,"Action, Horror, Sci-Fi",6.2,63,251236,$47.75M
tt1440129,Battleship,2012,131 min,"Action, Adventure, Sci-Fi",5.8,41,250453,$65.42M
tt1080016,Ice Age 3 - Die Dinosaurier sind los,2009,94 min,"Animation, Adventure, Comedy",6.9,50,249734,$196.57M
tt1325004,Eclipse - Biss zum Abendrot,2010,124 min,"Action, Adventure, Drama",5,58,249554,$300.53M
tt6105098,Der König der Löwen,2019,118 min,"Animation, Adventure, Drama",6.8,55,249126,$543.64M
tt1564367,Meine erfundene Frau,2011,117 min,"Comedy, Romance",6.4,33,249121,$103.03M
tt2660888,Star Trek Beyond,2016,122 min,"Action, Adventure, Sci-Fi",7,68,249110,$158.85M
tt0825232,Das Beste kommt zum Schluss,2007,97 min,"Adventure, Comedy, Drama",7.4,42,249107,$93.47M
tt0976051,Der Vorleser,2008,124 min,"Drama, Romance",7.6,58,249083,$34.19M
tt0243155,Bridget Jones - Schokolade zum Frühstück,2001,97 min,"Comedy, Drama, Romance",6.8,66,248565,$71.54M
tt6823368,Glass,2019,129 min,"Drama, Horror, Sci-Fi",6.6,43,248515,$111.05M
tt0985699,Operation Walküre - Das Stauffenberg-Attentat,2008,121 min,"Drama, History, Thriller",7.1,56,248101,$83.08M
tt3235888,It Follows,2014,100 min,"Horror, Mystery, Thriller",6.8,83,248037,$14.67M
tt3079380,Spy: Susan Cooper Undercover,2015,120 min,"Action, Comedy",7,75,247966,$110.83M
tt0120660,Der Staatsfeind Nr. 1,1998,132 min,"Action, Thriller",7.3,67,247928,$111.55M
tt0765443,Tödliche Versprechen - Eastern Promises,2007,100 min,"Crime, Drama, Thriller",7.6,83,247195,$17.11M
tt0119643,Rendezvous mit Joe Black,1998,178 min,"Drama, Fantasy, Romance",7.2,43,247001,$44.62M
tt1832382,Nader und Simin - eine Trennung,2011,123 min,Drama,8.3,95,246983,$7.10M
tt0057115,Gesprengte Ketten,1963,172 min,"Adventure, Drama, History",8.2,86,246884,$12.10M
tt1211956,Escape Plan,2013,115 min,"Action, Thriller",6.7,49,246625,$25.13M
tt1243957,The Tourist,2010,103 min,"Action, Thriller",6,37,246545,$67.63M
tt0251127,Wie werde ich ihn los in 10 tagen,2003,116 min,"Comedy, Romance",6.4,45,246097,$105.81M
tt0107818,Philadelphia,1993,125 min,Drama,7.7,66,245660,$77.32M
tt0045152,Du sollst mein Glücksstern sein,1952,103 min,"Comedy, Musical, Romance",8.3,99,245469,$8.82M
tt0978764,Sucker Punch,2011,110 min,"Action, Adventure, Fantasy",6,33,245113,$36.39M
tt1212450,Lawless - Die Gesetzlosen,2012,116 min,"Biography, Crime, Drama",7.2,58,244998,$37.40M
tt0027977,Moderne Zeiten,1936,87 min,"Comedy, Drama, Romance",8.5,96,244954,$0.16M
tt0118655,"Austin Powers - Das Schärfste, was Ihre Majestät zu bieten hat",1997,94 min,"Adventure, Comedy",7,51,244612,$53.88M
tt0087800,Nightmare - Mörderische Träume,1984,91 min,Horror,7.4,76,244492,$25.50M
tt0080339,Die unglaubliche Reise in einem verrückten Flugzeug,1980,88 min,Comedy,7.7,78,244392,$83.40M
tt0080678,Der Elefantenmensch,1980,124 min,"Biography, Drama",8.2,78,244183,NA
tt1179904,Paranormal Activity,2007,86 min,"Horror, Mystery",6.3,68,244058,$107.92M
tt1033575,The Descendants - Familie und andere Angelegenheiten,2011,115 min,"Comedy, Drama",7.3,84,244057,$82.58M
tt1324999,Breaking Dawn - Bis(s) zum Ende der Nacht: Teil 1,2011,117 min,"Adventure, Drama, Fantasy",4.9,45,243932,$281.29M
tt1731141,Ender's Game - Das große Spiel,2013,114 min,"Action, Adventure, Sci-Fi",6.6,51,243863,$61.74M
tt7713068,Birds of Prey: The Emancipation of Harley Quinn,2020,109 min,"Action, Comedy, Crime",6,60,243718,$84.16M
tt0134847,Pitch Black - Planet der Finsternis,2000,109 min,"Action, Horror, Sci-Fi",7.1,49,243240,$39.24M
tt1655442,The Artist,2011,100 min,"Comedy, Drama, Romance",7.9,89,243192,$44.67M
tt2293640,Minions,2015,91 min,"Animation, Adventure, Comedy",6.4,56,243116,$336.05M
tt0245712,Amores perros,2000,154 min,"Drama, Thriller",8.1,83,243103,$5.38M
tt0163978,The Beach,2000,119 min,"Adventure, Drama, Romance",6.6,43,242776,$39.79M
tt0898367,The Road,2009,111 min,"Drama, Fantasy",7.2,64,242743,$0.06M
tt0259324,Ghost Rider,2007,110 min,"Action, Fantasy, Thriller",5.2,35,242524,$115.80M
tt1798684,Southpaw,2015,124 min,"Action, Crime, Drama",7.3,57,242450,$52.42M
tt0399146,A History of Violence,2005,96 min,"Action, Crime, Drama",7.4,82,242326,$31.49M
tt0465234,Das Vermächtnis des geheimen Buches,2007,124 min,"Action, Adventure, Mystery",6.5,48,242270,$219.96M
tt2126355,San Andreas,2015,114 min,"Action, Adventure, Thriller",6.1,43,242110,$155.19M
tt2908446,Die Bestimmung - Insurgent,2015,119 min,"Action, Adventure, Sci-Fi",6.2,42,241980,$130.18M
tt1189340,Der Mandant,2011,118 min,"Crime, Drama, Mystery",7.3,63,241897,$58.01M
tt0052618,Ben Hur,1959,212 min,"Adventure, Drama",8.1,90,241812,$74.70M
tt2229499,Don Jon,2013,90 min,"Comedy, Drama, Romance",6.5,66,241772,$24.48M
tt0414993,The Fountain,2006,97 min,"Drama, Mystery, Romance",7.2,51,241688,$10.14M
tt0144117,Der blutige Pfad Gottes,1999,108 min,"Action, Thriller",7.7,44,241491,$0.03M
tt0183505,"Ich, beide & sie",2000,116 min,Comedy,6.6,49,241124,$90.57M
tt0108550,Gilbert Grape - Irgendwo in Iowa,1993,118 min,Drama,7.7,73,240972,$9.17M
tt2935510,Ad Astra: Zu den Sternen,2019,123 min,"Adventure, Drama, Mystery",6.5,80,240550,$50.19M
tt1464540,Ich bin Nummer Vier,2011,111 min,"Action, Adventure, Sci-Fi",6.1,36,240234,$55.10M
tt0059742,"Meine Lieder, meine Träume",1965,172 min,"Biography, Drama, Family",8.1,63,239970,$163.21M
tt3741834,Lion: Der lange Weg nach Hause,2016,118 min,"Biography, Drama",8,69,239716,$51.74M
tt0315733,21 Gramm,2003,124 min,"Crime, Drama, Thriller",7.6,70,239559,$16.29M
tt2704998,Game Night,2018,100 min,"Action, Adventure, Comedy",6.9,66,239466,$69.18M
tt0110632,Natural Born Killers,1994,119 min,"Action, Crime, Drama",7.2,74,238960,$50.28M
tt3228774,Cruella,2021,134 min,"Adventure, Comedy, Crime",7.3,59,238700,$86.10M
tt0844471,Wolkig mit Aussicht auf Fleischbällchen,2009,90 min,"Animation, Adventure, Comedy",6.9,66,238522,$124.87M
tt0486822,Disturbia - Auch Killer haben Nachbarn,2007,105 min,"Crime, Drama, Mystery",6.8,62,238497,$80.21M
tt0432283,Der fantastische Mr. Fox,2009,87 min,"Animation, Adventure, Comedy",7.9,83,238057,$21.00M
tt0092890,Dirty Dancing,1987,100 min,"Drama, Music, Romance",7,65,237761,$0.62M
tt0145660,Austin Powers - Spion in geheimer Missionarsstellung,1999,95 min,"Action, Adventure, Comedy",6.6,59,237594,$206.04M
tt0448011,Know1ng - Die Zukunft endet jetzt,2009,121 min,"Action, Mystery, Sci-Fi",6.2,41,237390,$79.96M
tt8332922,A Quiet Place 2,2020,97 min,"Drama, Horror, Sci-Fi",7.2,71,237296,$160.07M
tt1210819,Lone Ranger,2013,150 min,"Action, Adventure, Western",6.4,37,237238,$89.30M
tt0327597,Coraline,2009,100 min,"Animation, Drama, Family",7.7,80,236563,$75.29M
tt0485947,Mr. Nobody,2009,141 min,"Drama, Fantasy, Romance",7.8,63,236546,$0.00M
tt0119282,Hercules,1997,93 min,"Animation, Adventure, Comedy",7.3,74,236311,$99.05M
tt4630562,Fast & Furious 8,2017,136 min,"Action, Crime, Thriller",6.6,56,236062,$226.01M
tt5442430,Life,2017,104 min,"Horror, Sci-Fi, Thriller",6.6,54,235731,$30.23M
tt2582782,Hell or High Water,2016,102 min,"Crime, Drama, Thriller",7.6,88,235368,$26.86M
tt0302886,Old School - Wir lassen absolut nichts anbrennen,2003,88 min,Comedy,7,54,235289,$75.59M
tt1148204,Orphan - Das Waisenkind,2009,123 min,"Horror, Mystery, Thriller",7,42,235216,$41.60M
tt0462499,John Rambo,2008,92 min,"Action, Adventure, Thriller",7,46,235211,$42.75M
tt4846340,Hidden Figures,2016,127 min,"Biography, Drama, History",7.8,74,235078,$169.61M
tt0123755,Cube,1997,90 min,"Drama, Horror, Mystery",7.2,61,234994,$0.50M
tt1959563,Killer's Bodyguard,2017,118 min,"Action, Comedy, Crime",6.9,47,234878,$75.47M
tt1289401,Ghostbusters,2016,117 min,"Action, Comedy, Fantasy",6.8,60,234750,$128.34M
tt1424381,Predators,2010,107 min,"Action, Adventure, Sci-Fi",6.4,51,234707,$52.00M
tt1588173,Warm Bodies - Zombies mit Herz,2013,98 min,"Comedy, Horror, Romance",6.8,60,234403,$66.38M
tt0335345,Die Passion Christi,2004,127 min,Drama,7.2,47,234168,$370.78M
tt0083987,Gandhi,1982,191 min,"Biography, Drama, History",8,79,234115,$52.77M
tt0983193,Die Abenteuer von Tim und Struppi - Das Geheimnis der Einhorn,2011,107 min,"Animation, Action, Adventure",7.3,68,234106,$77.59M
tt0384537,Silent Hill,2006,125 min,"Horror, Mystery",6.5,31,233893,$46.98M
tt0430922,Vorbilder?!,2008,99 min,Comedy,6.8,61,233855,$67.29M
tt8228288,Der Schacht,2019,94 min,"Horror, Sci-Fi, Thriller",7,73,233850,NA
tt1411238,Freundschaft Plus,2011,108 min,"Comedy, Romance",6.2,50,233838,$70.66M
tt0299658,Chicago,2002,113 min,"Comedy, Crime, Musical",7.2,81,233217,$170.69M
tt0117509,William Shakespeares Romeo & Julia,1996,120 min,"Drama, Romance",6.8,60,232944,$46.35M
tt1051906,Der Unsichtbare,2020,124 min,"Drama, Horror, Mystery",7.1,72,232576,$70.41M
tt1436562,Rio,2011,96 min,"Animation, Adventure, Comedy",6.9,63,232472,$143.62M
tt0479952,Madagascar 2,2008,89 min,"Animation, Adventure, Comedy",6.6,61,232451,$180.01M
tt0296572,Riddick: Chroniken eines Kriegers,2004,119 min,"Action, Adventure, Sci-Fi",6.6,38,232176,$57.76M
tt2209764,Transcendence,2014,119 min,"Action, Drama, Sci-Fi",6.2,42,231705,$23.02M
tt0116996,Mars Attacks!,1996,106 min,"Comedy, Sci-Fi",6.4,52,231607,$37.77M
tt0758774,"Der Mann, der niemals lebte",2008,128 min,"Action, Drama, Thriller",7,57,231406,$39.39M
tt1234721,RoboCop,2014,117 min,"Action, Crime, Sci-Fi",6.1,52,231404,$58.61M
tt0087363,Gremlins - Kleine Monster,1984,106 min,"Comedy, Fantasy, Horror",7.3,70,231028,$148.17M
tt0420223,Schräger als Fiktion,2006,113 min,"Comedy, Drama, Fantasy",7.6,67,231028,$40.14M
tt0120855,Tarzan,1999,88 min,"Animation, Adventure, Comedy",7.3,79,230946,$171.09M
tt5109784,Mother!,2017,121 min,"Drama, Horror, Mystery",6.6,75,230920,$17.80M
tt0116483,Happy Gilmore - Ein Champ zum Verlieben,1996,92 min,"Comedy, Sport",7,31,230798,$38.62M
tt4196776,Jason Bourne,2016,123 min,"Action, Thriller",6.6,58,230755,$162.43M
tt0108399,True Romance,1993,119 min,"Crime, Drama, Romance",7.9,59,230223,$12.28M
tt0408306,München,2005,164 min,"Action, Drama, History",7.5,74,230031,$47.40M
tt0373469,Kiss Kiss Bang Bang,2005,103 min,"Comedy, Crime, Mystery",7.5,72,229729,$4.24M
tt0435625,The Descent - Abgrund des Grauens,2005,99 min,"Adventure, Horror, Thriller",7.2,71,229709,$26.02M
