id,title,year,runtime,genre,imdb_rating,metascore,num_votes,gross
tt0067093,Anatevka,1971,181 min,"Drama, Family, Musical",8,67,44641,$80.50M
tt0264796,Das Haus am Meer,2001,125 min,Drama,7.5,45,44569,$15.65M
tt0780622,"Teeth - Wer zuletzt beißt, beißt am besten",2007,94 min,"Comedy, Fantasy, Horror",5.4,57,44564,$0.35M
tt1226271,The Damned United - Der Ewige Gegner,2009,98 min,"Biography, Drama, Sport",7.5,81,44552,$0.45M
tt2918436,The Lazarus Effect,2015,83 min,"Horror, Mystery, Sci-Fi",5.2,31,44538,$25.80M
tt0472198,Notorious B.I.G.,2009,122 min,"Biography, Crime, Drama",6.7,60,44532,$36.84M
tt0103759,Bad Lieutenant,1992,96 min,"Crime, Drama, Thriller",7,70,44528,$2.00M
tt0421729,Big Mamas Haus 2,2006,99 min,"Comedy, Crime",4.8,34,44497,$70.17M
tt12680684,Die Hand Gottes,2021,130 min,Drama,7.3,76,44495,NA
tt0071129,Amarcord,1973,123 min,"Comedy, Drama",7.9,NA,44494,$0.58M
tt1531901,Byzantium,2012,118 min,"Drama, Fantasy, Horror",6.5,66,44444,$0.08M
tt0138510,Die Killerhand,1999,92 min,"Comedy, Fantasy, Horror",6.2,31,44437,$4.00M
tt0257756,High Crimes - Im Netz der Lügen,2002,115 min,"Crime, Drama, Mystery",6.3,48,44429,$41.54M
tt3986820,The Endless,2017,111 min,"Drama, Fantasy, Horror",6.5,80,44412,$0.27M
tt0071615,Montana Sacra - Der heilige Berg,1973,114 min,"Adventure, Drama, Fantasy",7.8,76,44358,$0.06M
tt0118661,"Mit Schirm, Charme und Melone",1998,89 min,"Action, Adventure, Sci-Fi",3.8,12,44337,$23.32M
tt0106307,Arizona Dream,1993,142 min,"Comedy, Drama, Fantasy",7.2,62,44337,$0.11M
tt0875034,Nine,2009,118 min,"Drama, Musical, Romance",5.8,49,44323,$24.00M
tt8115900,Die Gangster Gang,2022,100 min,"Animation, Adventure, Comedy",6.8,64,44316,NA
tt0455499,Garfield 2 - Faulheit verpflichtet,2006,82 min,"Animation, Adventure, Comedy",5,37,44316,$28.43M
tt5962210,Ingrid Goes West,2017,98 min,"Comedy, Drama",6.6,71,44315,$3.02M
tt0117589,Lügen und Geheimnisse,1996,136 min,"Comedy, Drama",8,91,44308,$13.42M
tt5649108,Vollblüter,2017,92 min,"Comedy, Crime, Drama",6.6,75,44288,$2.83M
tt5117670,Peter Hase,2018,95 min,"Adventure, Comedy, Crime",6.6,51,44287,$115.25M
tt1730768,Die Frau des Zoodirektors,2017,127 min,"Biography, Drama, History",7,57,44260,$17.45M
tt0100477,Bernard und Bianca im Känguruland,1990,77 min,"Animation, Adventure, Comedy",6.8,70,44227,$27.93M
tt4520364,Das Morgan Projekt,2016,92 min,"Action, Horror, Sci-Fi",5.8,48,44215,$3.91M
tt0097770,Lock Up - Überleben ist alles,1989,109 min,"Action, Crime, Drama",6.4,52,44148,$22.10M
tt0896798,Cleaner - Sein Geschäft ist der Tod,2007,88 min,Thriller,6.1,49,44139,NA
tt0068361,Der diskrete Charme der Bourgeoisie,1972,102 min,Comedy,7.8,93,44112,$0.20M
tt1291580,Liberace - Zuviel des Guten ist wundervoll,2013,118 min,"Biography, Drama, Music",7,NA,44097,NA
tt0060390,Fahrenheit 451,1966,112 min,"Drama, Sci-Fi",7.2,NA,44044,NA
tt0420293,The Stanford Prison Experiment,2015,122 min,"Biography, Drama, History",6.8,67,44026,$0.64M
tt1674784,Trespass - Auf Leben und Tod,2011,91 min,"Crime, Drama, Thriller",5.3,37,44010,$0.02M
tt0455960,The Hitcher,2007,84 min,"Crime, Thriller",5.6,28,44005,$16.47M
tt3721936,American Honey,2016,163 min,"Adventure, Drama, Romance",7,80,44002,$0.66M
tt2317337,Vicky Donor,2012,126 min,"Comedy, Romance",7.8,NA,43988,$0.17M
tt2493486,Last Knights - Die Ritter des 7. Ordens,2015,115 min,"Action, Drama, History",6.1,27,43975,NA
tt0202470,Rock Star,2001,105 min,"Drama, Music",6.3,54,43957,$17.01M
tt0097474,Halloween 5 - Die Rache des Michael Myers,1989,96 min,"Horror, Thriller",4.9,28,43950,$11.64M
tt5208252,Operation Finale,2018,122 min,"Biography, Drama, History",6.6,58,43944,$17.61M
tt0131369,EDtv,1999,122 min,"Comedy, Drama",6.1,48,43937,$22.36M
tt0190641,Pokémon - Der film: Mewtu gegen Mew,1998,96 min,"Animation, Action, Adventure",6.2,35,43903,$85.74M
tt1437358,Sleep Tight,2011,102 min,"Crime, Drama, Horror",7.2,70,43893,NA
tt3387542,The Forest - Verlass nie den Weg,2016,93 min,"Horror, Mystery, Thriller",4.8,34,43846,$26.58M
tt0108238,Tödliche Nähe,1993,102 min,"Action, Crime, Mystery",5.8,36,43833,$23.80M
tt0117038,Michael,1996,105 min,"Comedy, Drama, Fantasy",5.7,38,43833,$95.32M
tt1727770,Zufällig allmächtig,2015,85 min,"Comedy, Sci-Fi",6,31,43812,NA
tt1562871,Ra.One - Superheld mit Herz,2011,156 min,"Action, Adventure, Sci-Fi",4.7,60,43795,$2.51M
tt0372237,Guess Who - Meine Tochter kriegst du nicht!,2005,105 min,"Comedy, Romance",5.9,49,43788,$68.92M
tt0084522,Porky's,1981,94 min,Comedy,6.2,40,43768,$111.29M
tt0093756,Police Academy 4 - Und jetzt geht's rund,1987,88 min,"Comedy, Crime",4.9,26,43767,$28.06M
tt0114287,Rob Roy,1995,139 min,"Adventure, Biography, Drama",6.9,55,43766,$31.60M
tt18925334,Pearl,2022,103 min,Horror,7,73,43721,NA
tt0444682,The Reaping - Die Boten der Apokalypse,2007,99 min,"Horror, Thriller",5.6,36,43723,$25.12M
tt10733228,Gehraiyaan,2022,148 min,"Drama, Romance",5.9,NA,43717,NA
tt11024272,The Babysitter: Killer Queen,2020,101 min,"Comedy, Horror",5.8,22,43716,NA
tt0295721,Taxi 3,2003,84 min,"Action, Comedy, Crime",5.8,NA,43693,$0.50M
tt2473682,Paranormal Activity: Die Gezeichneten,2014,84 min,"Horror, Mystery",5,42,43690,$32.46M
tt0413895,Schweinchen Wilbur und seine Freunde,2006,97 min,"Adventure, Comedy, Family",6.3,68,43673,$82.99M
tt1772250,Das verborgene Gesicht,2011,97 min,"Drama, Horror, Mystery",7.3,NA,43664,NA
tt8508734,His House,2020,93 min,"Drama, Horror, Thriller",6.5,72,43626,NA
tt5563334,The Good Liar - Das alte Böse,2019,109 min,"Crime, Drama, Mystery",6.7,55,43619,NA
tt0857191,Ein Sommer in New York - The Visitor,2007,104 min,Drama,7.6,79,43607,$9.42M
tt3401882,Fist Fight,2017,91 min,Comedy,5.6,37,43600,$32.19M
tt9426210,"Weathering With You - Das Mädchen, das die Sonne berührte",2019,112 min,"Animation, Drama, Fantasy",7.5,72,43589,$7.80M
tt1725047,My Little Princess,2010,NA,"Romance, Drama, Family",3,NA,43565,NA
tt0071222,Jessy - Die Treppe in den Tod,1974,98 min,"Horror, Mystery, Thriller",7.1,65,43553,$4.05M
tt0070707,Der Schläfer,1973,89 min,"Comedy, Sci-Fi",7.1,77,43539,$2.91M
tt1114677,Hannah Montana: Der Film,2009,102 min,"Comedy, Drama, Family",4.6,47,43535,$79.57M
tt1714203,Piranha 2,2012,83 min,"Comedy, Horror, Sci-Fi",3.8,24,43522,$0.38M
tt0298845,In America,2002,105 min,Drama,7.7,76,43521,$15.54M
tt0090060,St. Elmo's Fire - Die Leidenschaft brennt tief,1985,110 min,"Drama, Romance",6.3,35,43511,$37.80M
tt0113972,Gegen die Zeit,1995,90 min,"Action, Crime, Drama",6.3,NA,43508,$8.17M
tt1716777,Zeit zu leben,2012,114 min,"Comedy, Drama",7,49,43500,$12.41M
tt0087597,Starfight - Sieger über tausend Sonnen,1984,101 min,"Action, Adventure, Sci-Fi",6.7,67,43490,$28.73M
tt0238936,Devdas - Flamme unserer Liebe,2002,185 min,"Drama, Musical, Romance",7.5,NA,43483,$3.50M
tt0395972,Kaltes Land,2005,126 min,Drama,7.3,68,43472,$18.32M
tt0100258,Die Rückkehr der Untoten - Night of the Living Dead,1990,92 min,Horror,6.8,54,43423,$5.84M
tt0462335,High-Rise,2015,119 min,"Drama, Sci-Fi",5.5,65,43410,$0.34M
tt10393870,Jayeshbhai Jordaar,2022,121 min,"Comedy, Drama",6,NA,43410,NA
tt0080661,Dressed to Kill,1980,104 min,"Crime, Drama, Mystery",7.1,74,43409,$31.90M
tt0763831,Noch Tausend Worte,2012,91 min,"Comedy, Drama, Fantasy",5.8,26,43396,$18.44M
tt2528814,God's Not Dead,2014,113 min,"Adventure, Comedy, Drama",4.6,16,43389,$60.76M
tt10451914,Outside the Wire,2021,114 min,"Action, Adventure, Fantasy",5.4,45,43388,NA
tt6772802,Hillbilly Elegy,2020,116 min,Drama,6.7,38,43363,NA
tt0113326,Rumble in the Bronx,1995,104 min,"Action, Comedy, Crime",6.7,61,43361,$32.39M
tt2235695,Rebecca,2020,123 min,"Drama, Mystery, Romance",6,46,43351,NA
tt1369706,John Carpenter's the Ward - Die Station,2010,89 min,"Horror, Mystery, Thriller",5.5,38,43345,NA
tt0395251,The Producers,2005,134 min,"Comedy, Crime, Musical",6.3,52,43329,$19.38M
tt0454824,Flyboys - Helden der Lüfte,2006,140 min,"Action, Drama, History",6.5,47,43320,$13.08M
tt10280296,Sardar Udham,2021,164 min,"Biography, Crime, Drama",8.4,NA,43312,NA
tt0316732,New York Taxi,2004,97 min,"Action, Comedy, Crime",4.5,27,43304,$36.61M
tt2800240,Monsieur Claude und seine Töchter,2014,97 min,Comedy,7,NA,43275,NA
tt3181822,The Boy Next Door,2015,91 min,Thriller,4.7,30,43247,$35.39M
tt0424823,Balls of Fury,2007,90 min,"Comedy, Crime, Sport",5.3,38,43243,$32.84M
tt2017020,Die Schlümpfe 2,2013,105 min,"Animation, Adventure, Comedy",5.3,34,43232,$71.02M
tt0100404,Aus Mangel an Beweisen,1990,127 min,"Mystery, Thriller",6.9,72,43228,$86.30M
tt0133385,Asterix & Obelix gegen Caesar,1999,109 min,"Adventure, Comedy, Family",5.9,NA,43197,$1.64M
tt0105477,Stop! Oder meine Mami schießt!,1992,87 min,"Action, Comedy",4.3,NA,43191,$28.41M
tt1866249,The Sessions - Wenn Worte berühren,2012,95 min,"Biography, Comedy, Drama",7.2,79,43170,$6.00M
tt1787988,Talaash,2012,140 min,"Crime, Drama, Mystery",7.2,65,43157,$2.71M
tt1464580,Vampire Nation,2010,98 min,"Drama, Horror, Sci-Fi",6.4,66,43114,$0.02M
tt1535438,Wie beim ersten Mal,2012,100 min,"Comedy, Drama, Romance",6.3,65,43114,$63.54M
tt0095675,Frauen am Rande des Nervenzusammenbruchs,1988,88 min,"Comedy, Drama",7.5,85,43112,$7.18M
tt0429591,Aquamarine - Die vernixte erste Liebe,2006,110 min,"Comedy, Family, Fantasy",5.4,51,43100,$18.60M
tt0096787,Charlie - Alle Hunde kommen in den Himmel,1989,84 min,"Animation, Adventure, Comedy",6.7,50,43099,$27.10M
tt1598828,Einmal ist keinmal,2012,91 min,"Action, Comedy, Crime",5.3,22,43052,$26.41M
tt1064932,Willkommen bei den Sch'tis,2008,106 min,"Comedy, Romance",7.1,NA,43050,$1.48M
tt5862312,Veronica: Spiel mit dem Teufel,2017,105 min,Horror,6.2,NA,43036,NA
tt0301199,Kleine schmutzige Tricks,2002,97 min,"Crime, Drama, Thriller",7.3,78,43033,$8.11M
tt1286126,A.R.O.G,2008,127 min,"Comedy, Fantasy, Sci-Fi",7.3,NA,43033,NA
tt10121392,Thunder Force,2021,106 min,"Action, Adventure, Comedy",4.5,34,43022,NA
tt0057193,"Eine total, total verrückte Welt",1963,210 min,"Action, Adventure, Comedy",7.5,59,43013,$46.30M
tt1571249,The Skeleton Twins,2014,93 min,"Comedy, Drama, Romance",6.8,74,43007,$5.28M
tt1529572,Trust - Blindes Vertrauen,2010,106 min,"Crime, Drama, Thriller",6.9,60,42988,$0.12M
tt0103956,Chucky 3,1991,90 min,"Horror, Thriller",5.1,27,42982,$14.96M
tt1430612,Brick Mansions,2014,90 min,"Action, Crime, Thriller",5.6,40,42972,$20.29M
tt0298228,Whale Rider,2002,101 min,"Drama, Family",7.5,80,42951,$20.78M
tt3077214,Suffragette: Taten statt Worte,2015,106 min,"Drama, History",6.9,64,42935,$4.69M
tt0808357,Gefahr und Begierde,2007,157 min,"Drama, History, Romance",7.5,61,42921,$4.60M
tt2938956,The Transporter Refueled,2015,96 min,"Action, Thriller",5.2,32,42896,$16.03M
tt4884540,Angels Apocalypse,2015,85 min,"Action, Fantasy, Sci-Fi",1.6,NA,42894,NA
tt0219854,The Kid - Image ist alles,2000,104 min,"Comedy, Family, Fantasy",6.1,45,42891,$69.69M
tt10155932,Cinderella,2021,113 min,"Comedy, Family, Fantasy",4.3,41,42879,NA
tt2610768,Celal ile Ceren,2013,114 min,"Comedy, Romance",3.1,NA,42875,NA
tt0112896,Dracula - Tot aber glücklich,1995,88 min,"Comedy, Fantasy, Horror",5.8,NA,42867,$10.77M
tt0881891,Verrückt nach Steve,2009,99 min,"Comedy, Romance",4.8,17,42852,$33.86M
tt8522006,Happiest Season,2020,102 min,Drama,6.6,69,42839,NA
tt3758814,The Ice Road,2021,109 min,"Action, Adventure, Thriller",5.6,42,42773,NA
tt0089893,Red Sonja,1985,89 min,"Action, Adventure, Fantasy",5.1,35,42757,$6.95M
tt0086637,Zelig,1983,79 min,Comedy,7.7,NA,42683,$11.80M
tt0107034,Das zweite gesicht,1993,87 min,"Drama, Thriller",6.4,45,42672,$44.59M
tt0189998,Shadow of the Vampire,2000,92 min,"Drama, Horror",6.9,71,42648,$8.29M
tt0099044,Und wieder 48 Stunden,1990,95 min,"Action, Comedy, Crime",5.9,23,42646,$80.82M
tt0798817,13,2010,91 min,"Crime, Drama, Thriller",6,29,42638,NA
tt1720616,Friends with Kids,2011,107 min,"Comedy, Drama, Romance",6.1,55,42638,$7.25M
tt0309530,Down with Love - Zum Teufel mit der Liebe!,2003,101 min,"Comedy, Romance",6.3,52,42631,$20.30M
tt1233301,Ironclad - Bis zum letzten Krieger,2011,121 min,"Action, Drama, History",6.1,42,42611,NA
tt0805647,Hexen hexen,2020,106 min,"Adventure, Comedy, Family",5.3,47,42607,NA
tt1999995,Would You Rather,2012,93 min,"Horror, Thriller",5.7,20,42566,NA
tt0055032,Jules und Jim,1962,105 min,"Drama, Romance",7.7,97,42513,NA
tt0119360,In & Out - Rosa wie die Liebe,1997,90 min,"Comedy, Romance",6.4,70,42452,$63.86M
tt3841424,Unter dem Sand,2015,100 min,"Drama, History, War",7.8,75,42424,$0.44M
tt7985648,Die Legende von Tomiris - Schlacht gegen Persien,2019,156 min,"Action, Drama, History",6.1,NA,42419,NA
tt0119038,Dinner für Spinner,1998,80 min,Comedy,7.6,73,42416,$4.07M
tt5774450,Summer of 84,2018,105 min,"Drama, Horror, Mystery",6.7,57,42408,$0.09M
tt3361792,Tolkien,2019,112 min,"Biography, Drama, Romance",6.8,48,42402,$4.54M
tt0108071,Der geheime Garten,1993,101 min,"Drama, Family, Fantasy",7.3,74,42393,$31.18M
tt6476140,Im Netz der Versuchung,2019,106 min,"Drama, Mystery, Thriller",5.4,37,42384,$8.55M
tt1895315,Brimstone: Erlöse uns von dem Bösen,2016,148 min,"Drama, Mystery, Thriller",7,45,42378,NA
tt0337692,On the Road - Unterwegs,2012,124 min,"Adventure, Drama, Romance",6,56,42362,$0.72M
tt0118708,Die Kampfwurst - Beverly Hills Ninja,1997,88 min,"Action, Comedy",5.5,27,42354,$31.24M
tt0288045,Das Medaillon,2003,88 min,"Action, Comedy, Fantasy",5.2,38,42354,$22.11M
tt0112913,Fallen Angels,1995,96 min,"Comedy, Crime, Drama",7.6,71,42347,NA
tt4995540,Being the Ricardos,2021,131 min,"Biography, Drama",6.5,60,42322,NA
tt0388473,Tokyo Godfathers,2003,92 min,"Animation, Adventure, Comedy",7.8,73,42297,$0.13M
tt0084649,Mrs. Brisby und das Geheimnis von NIMH,1982,82 min,"Animation, Adventure, Drama",7.5,76,42296,$10.14M
tt0054387,Die Zeitmaschine,1960,103 min,"Adventure, Romance, Sci-Fi",7.5,67,42296,NA
tt0308055,Bobby,2006,117 min,"Biography, Drama, History",7,54,42282,$11.24M
tt3398268,Erinnerungen an Marnie,2014,103 min,"Animation, Drama, Family",7.7,72,42246,$0.77M
tt3417422,Drishyam,2013,160 min,"Crime, Drama, Thriller",8.3,NA,42218,NA
tt0114319,Sabrina,1995,127 min,"Comedy, Drama, Romance",6.3,56,42192,$53.67M
tt0104187,Steinzeit Junior,1992,88 min,Comedy,5.8,25,42079,$40.69M
tt0856288,Inside,2007,82 min,Horror,6.7,NA,42031,NA
tt1788391,Kill List,2011,95 min,"Action, Crime, Horror",6.4,67,42028,$0.03M
tt1423995,Stone,2010,105 min,"Drama, Thriller",5.4,58,42022,$1.80M
tt0119314,Der Pferdeflüsterer,1998,169 min,"Drama, Romance, Western",6.7,65,42001,$75.38M
tt0765476,"Mensch, Dave!",2008,90 min,"Adventure, Comedy, Family",5.1,43,41994,$11.80M
tt0084855,The Verdict - Die Wahrheit und nichts als die Wahrheit,1982,129 min,Drama,7.7,77,41983,$54.00M
tt3513500,Chip und Chap: Die Ritter des Rechts,2022,97 min,"Animation, Action, Adventure",7,66,41967,NA
tt2515034,The Gunman,2015,115 min,"Action, Adventure, Crime",5.8,39,41962,$10.64M
tt2994190,Camp X-Ray: Eine verbotene Liebe,2014,117 min,"Drama, War",6.9,54,41956,$0.01M
tt0069947,Der Schakal,1973,143 min,"Crime, Drama, Thriller",7.8,80,41942,$16.06M
tt0091635,9 1/2 Wochen,1986,117 min,"Drama, Romance",5.9,50,41935,$6.73M
tt0316465,Sie nennen ihn Radio,2003,109 min,"Biography, Drama, Sport",6.9,38,41897,$52.28M
tt0093507,Masters of the Universe,1987,106 min,"Action, Adventure, Fantasy",5.3,35,41895,$17.34M
tt3797868,The Choice - Bis zum letzten Tag,2016,111 min,"Drama, Romance",6.5,26,41887,$18.71M
tt0170691,Tigerland,2000,101 min,"Drama, War",7,55,41881,$0.14M
tt0103905,Mann beißt Hund,1992,95 min,"Comedy, Crime, Drama",7.4,67,41872,$0.21M
tt0434139,Der letzte Kuss,2006,115 min,"Comedy, Drama, Romance",6.4,57,41870,$11.60M
tt14826022,You People,2023,117 min,"Comedy, Romance",5.5,50,41841,NA
tt0101764,Geballte Ladung,1991,110 min,"Action, Crime",5.6,40,41857,$30.10M
tt0040506,Hafen des Lasters,1948,100 min,"Action, Crime, Drama",7.7,NA,41840,NA
tt0132245,Driven,2001,116 min,"Action, Drama, Sport",4.6,29,41823,$32.72M
tt6781982,Night School,2018,111 min,Comedy,5.6,43,41821,$77.34M
tt1316536,The Loved Ones,2009,84 min,"Crime, Horror",6.6,73,41819,NA
tt0195945,Next Friday,2000,98 min,Comedy,6.1,41,41807,$57.33M
tt0115697,Black Sheep,1996,87 min,Comedy,6.2,34,41796,$32.38M
tt0119683,Les Misérables,1998,134 min,"Crime, Drama, Romance",7.4,65,41789,$14.10M
tt1620981,Die Addams Family,2019,86 min,"Animation, Comedy, Family",5.8,46,41787,$100.04M
tt0046303,Mein großer Freund Shane,1953,118 min,"Drama, Western",7.6,80,41784,$20.00M
tt0093640,No Way Out - Es gibt kein Zurück,1987,114 min,"Action, Crime, Drama",7.1,77,41749,$35.51M
tt2024519,The Broken Circle,2012,111 min,"Drama, Music, Romance",7.7,70,41747,$0.18M
tt0113845,Money Train,1995,110 min,"Action, Comedy, Crime",5.7,NA,41744,$35.32M
tt1103275,Two Lovers,2008,110 min,"Drama, Romance",7,74,41731,$3.15M
tt0482527,It's a Boy Girl Thing,2006,95 min,"Comedy, Fantasy, Romance",6.2,NA,41730,NA
tt10620868,#amLeben,2020,98 min,"Action, Drama, Horror",6.3,NA,41722,NA
tt0760329,The Water Horse,2007,112 min,"Adventure, Family, Fantasy",6.4,71,41721,$40.41M
tt0098273,Melodie des Todes,1989,113 min,"Crime, Drama, Mystery",6.8,66,41704,$58.57M
tt1837703,Inside WikiLeaks - Die fünfte Gewalt,2013,128 min,"Biography, Crime, Drama",6.2,49,41695,$3.25M
tt0272207,Narc,2002,105 min,"Crime, Drama, Mystery",7.1,70,41663,$10.46M
tt0283900,L'auberge espagnole - Barcelona für ein Jahr,2002,122 min,"Comedy, Drama, Romance",7.3,65,41661,$3.90M
tt0093605,Near Dark - Die Nacht hat ihren Preis,1987,94 min,Horror,6.9,76,41635,$3.37M
tt0407265,Transamerica,2005,103 min,"Adventure, Comedy, Drama",7.4,66,41635,$9.02M
tt2172584,Maps To The Stars,2014,111 min,"Comedy, Drama",6.2,67,41633,$0.35M
tt0265087,Ritter Jamal - Eine schwarze Komödie,2001,95 min,"Adventure, Comedy, Fantasy",4.9,32,41632,$33.42M
tt1658837,Angst hat viele Gesichter,2012,106 min,"Crime, Drama, Horror",5.9,52,41632,NA
tt0063415,Der Partyschreck,1968,99 min,Comedy,7.4,NA,41613,NA
tt0097162,Todesstille,1989,96 min,"Horror, Thriller",6.8,70,41589,$7.83M
tt2872750,Shaun das Schaf: Der Film,2015,85 min,"Animation, Adventure, Comedy",7.3,81,41545,$19.38M
tt13510660,Der Knall,2021,103 min,"Crime, Drama, Thriller",7.1,NA,41539,NA
tt0913425,Zerrissene Umarmungen,2009,127 min,"Drama, Romance, Thriller",7.2,76,41517,$5.01M
tt0498381,Rings,2017,102 min,"Drama, Horror, Mystery",4.5,25,41497,$27.79M
tt0410097,Hustle & Flow,2005,116 min,"Crime, Drama, Music",7.3,68,41404,$22.20M
tt0117407,Pusher,1996,110 min,"Crime, Thriller",7.3,72,41397,$0.00M
tt0387514,Couchgeflüster - Die erste therapeutische Liebeskomödie,2005,105 min,"Comedy, Drama, Romance",6.2,58,41389,$22.83M
tt1426329,Linda Lovelace - Pornostar,2013,93 min,"Biography, Drama",6.2,51,41387,$0.36M
tt13491110,Antim: The Final Truth,2021,138 min,"Action, Crime, Drama",6.7,NA,41350,NA
tt1521197,Anonymus,2011,130 min,"Drama, Thriller",6.8,50,41340,$4.46M
tt2450186,S-VHS aka V/H/S 2,2013,96 min,"Horror, Sci-Fi",6,49,41335,$0.02M
tt0252487,Hababam Sinifi,1975,87 min,"Comedy, Drama",9.2,NA,41284,NA
tt0109520,Mighty Ducks 2 - Das Superteam kehrt zurück,1994,106 min,"Comedy, Drama, Family",6.1,NA,41271,$45.61M
tt11116912,Troll,2022,101 min,"Action, Adventure, Drama",5.8,62,41243,NA
tt1314228,Haben Sie das von den Morgans gehört?,2009,103 min,"Comedy, Drama, Romance",4.9,27,41241,$29.58M
tt0080179,Sie nannten ihn Knochenbrecher,1978,111 min,"Action, Comedy",7.4,68,41240,NA
tt0256524,Im Bann des Jade Skorpions,2001,103 min,"Comedy, Crime, Mystery",6.7,52,41227,$7.50M
tt8206668,Bad Education,2019,108 min,"Biography, Comedy, Crime",7.1,79,41212,NA
tt2113681,"Der Hundertjährige, der aus dem Fenster stieg und verschwand",2013,114 min,"Adventure, Comedy",7,58,41196,$1.08M
tt4714782,Personal Shopper,2016,105 min,"Mystery, Thriller",6.1,77,41190,$1.31M
tt0078767,Amityville Horror,1979,117 min,Horror,6.1,28,41173,$86.43M
tt0266452,Tötet Smoochy,2002,109 min,"Comedy, Crime, Drama",6.3,38,41172,$8.36M
tt0110167,2 Millionen Dollar Trinkgeld,1994,101 min,"Comedy, Drama, Romance",6.4,64,41155,$37.80M
tt0239948,Zickenterror - Der Teufel ist eine Frau,2001,90 min,"Comedy, Crime, Romance",5.8,22,41139,$19.35M
tt9619798,The Wrong Missy,2020,90 min,"Comedy, Romance",5.7,33,41118,NA
tt0779982,Black Sheep,2006,87 min,"Comedy, Horror, Sci-Fi",5.8,62,41116,$0.08M
tt6259380,Code 8,2019,98 min,"Action, Crime, Drama",6.1,48,41111,NA
tt4443658,Better Watch Out,2016,89 min,"Comedy, Horror, Thriller",6.5,67,41108,$0.02M
tt0037558,Begegnung,1945,86 min,"Drama, Romance",8,92,41095,NA
tt2058107,The Railway Man - Die Liebe seines Lebens,2013,116 min,"Biography, Drama, Romance",7.1,59,41084,$4.44M
tt0377713,Cube Zero,2004,97 min,"Drama, Mystery, Sci-Fi",5.6,NA,41080,NA
tt1035736,Coco Chanel: Der Beginn einer Leidenschaft,2009,105 min,"Biography, Drama",6.7,65,41074,$6.11M
tt0113819,Geliebte Aphrodite,1995,95 min,"Comedy, Fantasy, Romance",7,59,41064,$6.70M
tt3922798,Jadotville,2016,108 min,"Action, Drama, History",7.2,NA,41063,NA
tt0456912,A Bittersweet Life,2005,119 min,"Action, Crime, Drama",7.5,NA,41029,NA
tt5946128,Liebesbrief an das Leben - Dear Zindagi,2016,151 min,"Drama, Romance",7.4,NA,41013,$1.40M
tt0281364,Wasabi - Ein Bulle in Japan,2001,94 min,"Action, Drama, Comedy",6.6,53,40979,$0.08M
tt3319920,Regression,2015,106 min,"Adventure, Crime, Drama",5.6,32,40965,$0.05M
tt0129332,Ravenous - Friß oder stirb,1999,101 min,"Adventure, Horror, Western",6.9,46,40958,$2.06M
tt0419294,Three Burials - Die drei Begräbnisse des Melquiades Estrada,2005,121 min,"Adventure, Crime, Drama",7.3,77,40935,$5.02M
tt0127357,Jackie Chan ist Nobody,1998,120 min,"Action, Adventure, Comedy",6.8,NA,40931,NA
tt0495596,Die Chroniken von Erdsee,2006,115 min,"Animation, Adventure, Fantasy",6.3,47,40924,$0.05M
tt1285309,"Familie Jones - Zu perfekt, um wahr zu sein",2009,96 min,"Comedy, Drama",6.4,55,40919,$1.47M
tt2756032,The One I Love,2014,91 min,"Comedy, Drama, Fantasy",7,66,40918,$0.51M
tt0184858,Wild Christmas,2000,104 min,"Action, Adventure, Crime",5.8,37,40902,$23.36M
tt2230358,Curse of Chucky,2013,97 min,"Horror, Thriller",5.6,58,40851,$3.80M
tt9354842,To All the Boys I've Loved Before 2,2020,101 min,"Comedy, Drama, Romance",6,54,40841,NA
tt0086927,Bachelor Party,1984,105 min,Comedy,6.3,56,40836,$38.44M
tt0108065,Das Königsspiel,1993,109 min,"Biography, Drama, Sport",7.4,89,40830,$7.27M
tt6316138,Ayla,2017,125 min,"Biography, Drama, History",8.3,NA,40811,NA
tt6803046,Die Weite der Nacht,2019,91 min,"Drama, Mystery, Sci-Fi",6.7,84,40767,NA
tt0107653,Nackt,1993,131 min,"Comedy, Drama",7.7,85,40746,$1.77M
tt2395469,Gully Boy,2019,154 min,"Drama, Music, Romance",7.9,65,40693,$5.57M
tt3750872,Die Frau des Nobelpreisträgers,2017,99 min,Drama,7.2,77,40680,$9.60M
tt1186370,Toy Boy,2009,97 min,"Comedy, Drama, Romance",5.8,43,40661,$0.25M
tt6182908,Smallfoot - Ein eisigartiges Abenteuer,2018,96 min,"Animation, Adventure, Comedy",6.6,60,40656,$83.24M
tt0275022,Not a Girl,2002,93 min,"Comedy, Drama, Romance",3.6,27,40623,$37.19M
tt2467046,Left Behind,2014,110 min,"Action, Fantasy, Sci-Fi",3.1,12,40570,$14.00M
tt1340107,In einer besseren Welt,2010,118 min,"Drama, Romance",7.6,65,40567,$1.01M
tt0329028,Dumm und Dümmerer,2003,85 min,Comedy,3.4,19,40543,$26.28M
tt0088850,Zum Teufel mit den Kohlen,1985,102 min,Comedy,6.5,37,40517,$38.80M
tt2720680,The Salvation,2014,92 min,"Action, Drama, Thriller",6.7,64,40516,$0.01M
tt0095444,Space Invaders,1988,88 min,"Comedy, Horror, Sci-Fi",6.2,43,40513,$15.63M
tt0903657,Love & Mercy,2014,121 min,"Biography, Drama, Music",7.4,80,40503,$12.55M
tt7212754,Ludo,2020,150 min,"Action, Comedy, Crime",7.6,NA,40497,NA
