id,stars,n
tt0092965,6,10305
tt0092965,7,28658
tt0092965,8,42270
tt0092965,9,21282
tt0092965,10,18358
tt0092991,1,2167
tt0092991,2,1200
tt0092991,3,1673
tt0092991,4,2943
tt0092991,5,6289
tt0092991,6,13983
tt0092991,7,32648
tt0092991,8,47283
tt0092991,9,26994
tt0092991,10,32961
tt0093010,1,788
tt0093010,2,467
tt0093010,3,880
tt0093010,4,2049
tt0093010,5,5849
tt0093010,6,17945
tt0093010,7,31903
tt0093010,8,18340
tt0093010,9,5759
tt0093010,10,5281
tt0093058,1,4043
tt0093058,2,1824
tt0093058,3,2880
tt0093058,4,4970
tt0093058,5,11875
tt0093058,6,33461
tt0093058,7,114395
tt0093058,8,246059
tt0093058,9,206077
tt0093058,10,123121
tt0093105,1,783
tt0093105,2,465
tt0093105,3,911
tt0093105,4,1980
tt0093105,5,5607
tt0093105,6,17884
tt0093105,7,48857
tt0093105,8,43419
tt0093105,9,14854
tt0093105,10,9556
tt0093137,1,316
tt0093137,2,175
tt0093137,3,362
tt0093137,4,778
tt0093137,5,2217
tt0093137,6,6169
tt0093137,7,8766
tt0093137,8,4564
tt0093137,9,1537
tt0093137,10,1511
tt0093148,1,535
tt0093148,2,685
tt0093148,3,1525
tt0093148,4,3155
tt0093148,5,6396
tt0093148,6,9684
tt0093148,7,7143
tt0093148,8,3632
tt0093148,9,1309
tt0093148,10,2637
tt0093177,1,1835
tt0093177,2,1414
tt0093177,3,2199
tt0093177,4,4303
tt0093177,5,9324
tt0093177,6,20947
tt0093177,7,37907
tt0093177,8,27221
tt0093177,9,11746
tt0093177,10,13533
tt0093185,1,275
tt0093185,2,100
tt0093185,3,229
tt0093185,4,433
tt0093185,5,1276
tt0093185,6,3465
tt0093185,7,7094
tt0093185,8,4697
tt0093185,9,1624
tt0093185,10,1559
tt0093191,1,1475
tt0093191,2,731
tt0093191,3,797
tt0093191,4,1266
tt0093191,5,2321
tt0093191,6,4655
tt0093191,7,10085
tt0093191,8,18197
tt0093191,9,15289
tt0093191,10,17662
tt0093223,1,309
tt0093223,2,147
tt0093223,3,272
tt0093223,4,535
tt0093223,5,1235
tt0093223,6,3027
tt0093223,7,6423
tt0093223,8,6110
tt0093223,9,3004
tt0093223,10,1871
tt0093260,1,454
tt0093260,2,322
tt0093260,3,713
tt0093260,4,1711
tt0093260,5,4946
tt0093260,6,13687
tt0093260,7,21922
tt0093260,8,11063
tt0093260,9,3400
tt0093260,10,3323
tt0093300,1,12483
tt0093300,2,9173
tt0093300,3,8702
tt0093300,4,5997
tt0093300,5,4238
tt0093300,6,2553
tt0093300,7,1314
tt0093300,8,643
tt0093300,9,283
tt0093300,10,1507
tt0093378,1,226
tt0093378,2,206
tt0093378,3,340
tt0093378,4,746
tt0093378,5,2638
tt0093378,6,7156
tt0093378,7,11064
tt0093378,8,6323
tt0093378,9,2227
tt0093378,10,3581
tt0093389,1,839
tt0093389,2,361
tt0093389,3,606
tt0093389,4,1168
tt0093389,5,3008
tt0093389,6,8279
tt0093389,7,24377
tt0093389,8,36654
tt0093389,9,17642
tt0093389,10,12393
tt0093407,1,431
tt0093407,2,333
tt0093407,3,593
tt0093407,4,1127
tt0093407,5,2480
tt0093407,6,4562
tt0093407,7,5005
tt0093407,8,3038
tt0093407,9,1369
tt0093407,10,1933
tt0093409,1,1293
tt0093409,2,682
tt0093409,3,1163
tt0093409,4,2605
tt0093409,5,7581
tt0093409,6,24134
tt0093409,7,73968
tt0093409,8,91192
tt0093409,9,33600
tt0093409,10,26657
tt0093428,1,742
tt0093428,2,568
tt0093428,3,1125
tt0093428,4,3125
tt0093428,5,8949
tt0093428,6,24187
tt0093428,7,34062
tt0093428,8,16218
tt0093428,9,5444
tt0093428,10,6388
tt0093437,1,1211
tt0093437,2,834
tt0093437,3,1441
tt0093437,4,3031
tt0093437,5,7543
tt0093437,6,19659
tt0093437,7,40958
tt0093437,8,35010
tt0093437,9,16533
tt0093437,10,21408
tt0093493,1,859
tt0093493,2,943
tt0093493,3,1448
tt0093493,4,2816
tt0093493,5,5475
tt0093493,6,7392
tt0093493,7,5881
tt0093493,8,3381
tt0093493,9,1423
tt0093493,10,3237
tt0093507,1,1580
tt0093507,2,1822
tt0093507,3,3151
tt0093507,4,5001
tt0093507,5,8286
tt0093507,6,8121
tt0093507,7,5846
tt0093507,8,3067
tt0093507,9,1212
tt0093507,10,3816
tt0093512,1,501
tt0093512,2,111
tt0093512,3,177
tt0093512,4,288
tt0093512,5,743
tt0093512,6,1779
tt0093512,7,4385
tt0093512,8,5461
tt0093512,9,3275
tt0093512,10,4140
tt0093560,1,345
tt0093560,2,262
tt0093560,3,466
tt0093560,4,987
tt0093560,5,2559
tt0093560,6,5342
tt0093560,7,8543
tt0093560,8,6480
tt0093560,9,2944
tt0093560,10,5389
tt0093565,1,711
tt0093565,2,509
tt0093565,3,842
tt0093565,4,1597
tt0093565,5,4119
tt0093565,6,9187
tt0093565,7,16443
tt0093565,8,13509
tt0093565,9,6821
tt0093565,10,8062
tt0093603,1,932
tt0093603,2,102
tt0093603,3,73
tt0093603,4,113
tt0093603,5,194
tt0093603,6,345
tt0093603,7,920
tt0093603,8,2776
tt0093603,9,4986
tt0093603,10,10334
tt0093605,1,560
tt0093605,2,396
tt0093605,3,653
tt0093605,4,1290
tt0093605,5,3118
tt0093605,6,7107
tt0093605,7,12241
tt0093605,8,9135
tt0093605,9,3640
tt0093605,10,3507
tt0093629,1,914
tt0093629,2,766
tt0093629,3,1635
tt0093629,4,3293
tt0093629,5,8779
tt0093629,6,18780
tt0093629,7,22605
tt0093629,8,13428
tt0093629,9,5270
tt0093629,10,8555
tt0093640,1,369
tt0093640,2,208
tt0093640,3,341
tt0093640,4,854
tt0093640,5,2348
tt0093640,6,6375
tt0093640,7,14496
tt0093640,8,10609
tt0093640,9,3663
tt0093640,10,2491
tt0093692,1,1527
tt0093692,2,1577
tt0093692,3,2765
tt0093692,4,5095
tt0093692,5,10164
tt0093692,6,13377
tt0093692,7,9878
tt0093692,8,4880
tt0093692,9,1925
tt0093692,10,4814
tt0093693,1,468
tt0093693,2,429
tt0093693,3,849
tt0093693,4,2026
tt0093693,5,4980
tt0093693,6,12065
tt0093693,7,17730
tt0093693,8,11423
tt0093693,9,4852
tt0093693,10,7491
tt0093748,1,694
tt0093748,2,595
tt0093748,3,1036
tt0093748,4,2133
tt0093748,5,5682
tt0093748,6,15637
tt0093748,7,37416
tt0093748,8,43194
tt0093748,9,20801
tt0093748,10,21802
tt0093756,1,2293
tt0093756,2,2575
tt0093756,3,4347
tt0093756,4,7565
tt0093756,5,9881
tt0093756,6,7556
tt0093756,7,4469
tt0093756,8,2008
tt0093756,9,808
tt0093756,10,2271
tt0093773,1,1648
tt0093773,2,1173
tt0093773,3,2093
tt0093773,4,4518
tt0093773,5,11948
tt0093773,6,33851
tt0093773,7,91550
tt0093773,8,140830
tt0093773,9,70896
tt0093773,10,70322
tt0093777,1,588
tt0093777,2,544
tt0093777,3,1038
tt0093777,4,2057
tt0093777,5,4324
tt0093777,6,9160
tt0093777,7,12586
tt0093777,8,8315
tt0093777,9,3561
tt0093777,10,3745
tt0093779,1,5402
tt0093779,2,2020
tt0093779,3,3284
tt0093779,4,5049
tt0093779,5,11173
tt0093779,6,26921
tt0093779,7,67813
tt0093779,8,109043
tt0093779,9,89539
tt0093779,10,111267
tt0093818,1,366
tt0093818,2,136
tt0093818,3,261
tt0093818,4,490
tt0093818,5,1309
tt0093818,6,3812
tt0093818,7,9547
tt0093818,8,10186
tt0093818,9,4321
tt0093818,10,4146
tt0093822,1,1131
tt0093822,2,906
tt0093822,3,1334
tt0093822,4,2760
tt0093822,5,6614
tt0093822,6,17318
tt0093822,7,39546
tt0093822,8,39059
tt0093822,9,18071
tt0093822,10,15218
tt0093870,1,1441
tt0093870,2,1031
tt0093870,3,1854
tt0093870,4,3847
tt0093870,5,10020
tt0093870,6,28191
tt0093870,7,69115
tt0093870,8,79809
tt0093870,9,34546
tt0093870,10,33620
tt0093886,1,478
tt0093886,2,382
tt0093886,3,691
tt0093886,4,1631
tt0093886,5,4620
tt0093886,6,11160
tt0093886,7,14109
tt0093886,8,7822
tt0093886,9,2826
tt0093886,10,2350
tt0093894,1,1230
tt0093894,2,1148
tt0093894,3,2471
tt0093894,4,5692
tt0093894,5,14746
tt0093894,6,36329
tt0093894,7,50940
tt0093894,8,26632
tt0093894,9,8480
tt0093894,10,9161
tt0093936,1,328
tt0093936,2,275
tt0093936,3,549
tt0093936,4,1406
tt0093936,5,3848
tt0093936,6,9235
tt0093936,7,9930
tt0093936,8,4920
tt0093936,9,1766
tt0093936,10,2459
tt0094006,1,380
tt0094006,2,235
tt0094006,3,356
tt0094006,4,803
tt0094006,5,2259
tt0094006,6,5216
tt0094006,7,9198
tt0094006,8,6441
tt0094006,9,3238
tt0094006,10,4348
tt0094012,1,2355
tt0094012,2,1837
tt0094012,3,3188
tt0094012,4,5757
tt0094012,5,12787
tt0094012,6,28337
tt0094012,7,53561
tt0094012,8,43778
tt0094012,9,20070
tt0094012,10,22914
tt0094025,1,246
tt0094025,2,188
tt0094025,3,367
tt0094025,4,852
tt0094025,5,2572
tt0094025,6,6937
tt0094025,7,8942
tt0094025,8,4214
tt0094025,9,1458
tt0094025,10,1535
tt0094027,1,144
tt0094027,2,105
tt0094027,3,195
tt0094027,4,353
tt0094027,5,1157
tt0094027,6,2733
tt0094027,7,6148
tt0094027,8,5362
tt0094027,9,2102
tt0094027,10,2561
tt0094072,1,330
tt0094072,2,185
tt0094072,3,400
tt0094072,4,946
tt0094072,5,2264
tt0094072,6,4680
tt0094072,7,5530
tt0094072,8,3214
tt0094072,9,1258
tt0094072,10,2064
tt0094074,1,7218
tt0094074,2,7150
tt0094074,3,9138
tt0094074,4,9535
tt0094074,5,7192
tt0094074,6,3974
tt0094074,7,2012
tt0094074,8,949
tt0094074,9,518
tt0094074,10,2072
tt0094137,1,823
tt0094137,2,894
tt0094137,3,1749
tt0094137,4,3773
tt0094137,5,9355
tt0094137,6,16169
tt0094137,7,12233
tt0094137,8,5346
tt0094137,9,1835
tt0094137,10,2821
tt0094142,1,565
tt0094142,2,542
tt0094142,3,1032
tt0094142,4,2381
tt0094142,5,5216
tt0094142,6,10828
tt0094142,7,9540
tt0094142,8,4430
tt0094142,9,1497
tt0094142,10,1878
tt0094226,1,1814
tt0094226,2,867
tt0094226,3,1373
tt0094226,4,2828
tt0094226,5,7743
tt0094226,6,21521
tt0094226,7,66084
tt0094226,8,117701
tt0094226,9,59098
tt0094226,10,35585
tt0094291,1,827
tt0094291,2,434
tt0094291,3,731
tt0094291,4,1832
tt0094291,5,5518
tt0094291,6,19095
tt0094291,7,54399
tt0094291,8,48593
tt0094291,9,16301
tt0094291,10,10573
tt0094332,1,792
tt0094332,2,732
tt0094332,3,1296
tt0094332,4,3008
tt0094332,5,7804
tt0094332,6,18171
tt0094332,7,21547
tt0094332,8,10866
tt0094332,9,3661
tt0094332,10,4174
tt0094336,1,632
tt0094336,2,390
tt0094336,3,575
tt0094336,4,907
tt0094336,5,1920
tt0094336,6,3942
tt0094336,7,8103
tt0094336,8,10589
tt0094336,9,7681
tt0094336,10,10257
tt0094602,1,977
tt0094602,2,644
tt0094602,3,1162
tt0094602,4,2250
tt0094602,5,5609
tt0094602,6,8928
tt0094602,7,6562
tt0094602,8,3247
tt0094602,9,1175
tt0094602,10,2360
tt0094608,1,263
tt0094608,2,163
tt0094608,3,229
tt0094608,4,556
tt0094608,5,1727
tt0094608,6,5528
tt0094608,7,13872
tt0094608,8,9328
tt0094608,9,3005
tt0094608,10,2365
tt0094625,1,2085
tt0094625,2,956
tt0094625,3,1454
tt0094625,4,2545
tt0094625,5,5219
tt0094625,6,12178
tt0094625,7,30239
tt0094625,8,54760
tt0094625,9,42342
tt0094625,10,38254
tt0094715,1,614
tt0094715,2,376
tt0094715,3,565
tt0094715,4,992
tt0094715,5,2181
tt0094715,6,4114
tt0094715,7,5904
tt0094715,8,4957
tt0094715,9,2778
tt0094715,10,4880
tt0094721,1,1787
tt0094721,2,1401
tt0094721,3,2458
tt0094721,4,4929
tt0094721,5,12818
tt0094721,6,34714
tt0094721,7,83529
tt0094721,8,90780
tt0094721,9,39140
tt0094721,10,39235
tt0094737,1,919
tt0094737,2,731
tt0094737,3,1322
tt0094737,4,3013
tt0094737,5,9279
tt0094737,6,30242
tt0094737,7,75899
tt0094737,8,63130
tt0094737,9,23028
tt0094737,10,18337
tt0094761,1,576
tt0094761,2,505
tt0094761,3,846
tt0094761,4,1737
tt0094761,5,4349
tt0094761,6,9067
tt0094761,7,10710
tt0094761,8,6575
tt0094761,9,2237
tt0094761,10,2899
tt0094812,1,719
tt0094812,2,380
tt0094812,3,669
tt0094812,4,1306
tt0094812,5,3594
tt0094812,6,8897
tt0094812,7,16767
tt0094812,8,12695
tt0094812,9,5897
tt0094812,10,5065
tt0094862,1,1350
tt0094862,2,1083
tt0094862,3,2000
tt0094862,4,4127
tt0094862,5,10403
tt0094862,6,24664
tt0094862,7,30750
tt0094862,8,16760
tt0094862,9,5728
tt0094862,10,9609
tt0094889,1,2020
tt0094889,2,1970
tt0094889,3,3354
tt0094889,4,6882
tt0094889,5,15586
tt0094889,6,23927
tt0094889,7,18490
tt0094889,8,8139
tt0094889,9,2824
tt0094889,10,4263
tt0094894,1,267
tt0094894,2,177
tt0094894,3,369
tt0094894,4,866
tt0094894,5,2296
tt0094894,6,6401
tt0094894,7,9562
tt0094894,8,4692
tt0094894,9,1421
tt0094894,10,1599
tt0094898,1,1363
tt0094898,2,1214
tt0094898,3,2240
tt0094898,4,4871
tt0094898,5,13214
tt0094898,6,34648
tt0094898,7,67561
tt0094898,8,46470
tt0094898,9,19031
tt0094898,10,21444
tt0094947,1,652
tt0094947,2,354
tt0094947,3,588
tt0094947,4,1137
tt0094947,5,2774
tt0094947,6,7000
tt0094947,7,16947
tt0094947,8,21424
tt0094947,9,11127
tt0094947,10,9681
tt0094963,1,415
tt0094963,2,388
tt0094963,3,1112
tt0094963,4,2477
tt0094963,5,6598
tt0094963,6,14926
tt0094963,7,12857
tt0094963,8,4639
tt0094963,9,1300
tt0094963,10,2150
tt0094964,1,645
tt0094964,2,438
tt0094964,3,626
tt0094964,4,1284
tt0094964,5,2878
tt0094964,6,6771
tt0094964,7,13031
tt0094964,8,12638
tt0094964,9,5980
tt0094964,10,4667
tt0095016,1,4670
tt0095016,2,2125
tt0095016,3,3248
tt0095016,4,6198
tt0095016,5,15520
tt0095016,6,45526
tt0095016,7,152409
tt0095016,8,291363
tt0095016,9,209121
tt0095016,10,161374
tt0095031,1,396
tt0095031,2,274
tt0095031,3,517
tt0095031,4,1092
tt0095031,5,3134
tt0095031,6,9369
tt0095031,7,22790
tt0095031,8,20305
tt0095031,9,8601
tt0095031,10,7286
tt0095082,1,215
tt0095082,2,89
tt0095082,3,141
tt0095082,4,313
tt0095082,5,980
tt0095082,6,2819
tt0095082,7,6890
tt0095082,8,5718
tt0095082,9,2224
tt0095082,10,1556
tt0095159,1,1043
tt0095159,2,717
tt0095159,3,1245
tt0095159,4,2369
tt0095159,5,5692
tt0095159,6,15048
tt0095159,7,36845
tt0095159,8,45550
tt0095159,9,21608
tt0095159,10,15048
tt0095174,1,499
tt0095174,2,309
tt0095174,3,584
tt0095174,4,1307
tt0095174,5,3923
tt0095174,6,11558
tt0095174,7,20116
tt0095174,8,10821
tt0095174,9,3237
tt0095174,10,2534
tt0095179,1,1477
tt0095179,2,1507
tt0095179,3,2918
tt0095179,4,5171
tt0095179,5,8591
tt0095179,6,7690
tt0095179,7,5032
tt0095179,8,2482
tt0095179,9,987
tt0095179,10,2904
tt0095188,1,375
tt0095188,2,378
tt0095188,3,987
tt0095188,4,1836
tt0095188,5,3663
tt0095188,6,6105
tt0095188,7,5126
tt0095188,8,2762
tt0095188,9,995
tt0095188,10,1488
tt0095243,1,176
tt0095243,2,146
tt0095243,3,222
tt0095243,4,523
tt0095243,5,1591
tt0095243,6,4812
tt0095243,7,10270
tt0095243,8,6000
tt0095243,9,1890
tt0095243,10,1931
tt0095250,1,725
tt0095250,2,437
tt0095250,3,651
tt0095250,4,1087
tt0095250,5,2354
tt0095250,6,4981
tt0095250,7,10255
tt0095250,8,13264
tt0095250,9,8479
tt0095250,10,10365
tt0095253,1,333
tt0095253,2,485
tt0095253,3,1128
tt0095253,4,2202
tt0095253,5,5183
tt0095253,6,10704
tt0095253,7,13209
tt0095253,8,7642
tt0095253,9,3035
tt0095253,10,4578
tt0095270,1,534
tt0095270,2,310
tt0095270,3,447
tt0095270,4,716
tt0095270,5,1653
tt0095270,6,3367
tt0095270,7,5492
tt0095270,8,4307
tt0095270,9,2174
tt0095270,10,3008
tt0095271,1,1098
tt0095271,2,960
tt0095271,3,2254
tt0095271,4,4847
tt0095271,5,10209
tt0095271,6,14380
tt0095271,7,9591
tt0095271,8,5144
tt0095271,9,1771
tt0095271,10,4630
tt0095294,1,917
tt0095294,2,788
tt0095294,3,1350
tt0095294,4,2767
tt0095294,5,6031
tt0095294,6,11769
tt0095294,7,12841
tt0095294,8,7507
tt0095294,9,3325
tt0095294,10,4876
tt0095327,1,4633
tt0095327,2,1272
tt0095327,3,1497
tt0095327,4,2644
tt0095327,5,5000
tt0095327,6,10830
tt0095327,7,30634
tt0095327,8,65551
tt0095327,9,74571
tt0095327,10,84560
tt0095403,1,203
tt0095403,2,104
tt0095403,3,178
tt0095403,4,334
tt0095403,5,1049
tt0095403,6,3282
tt0095403,7,7715
tt0095403,8,4513
tt0095403,9,1496
tt0095403,10,1866
tt0095444,1,1406
tt0095444,2,1168
tt0095444,3,1586
tt0095444,4,2612
tt0095444,5,4977
tt0095444,6,8297
tt0095444,7,8401
tt0095444,8,5271
tt0095444,9,2095
tt0095444,10,4714
tt0095467,1,177
tt0095467,2,115
tt0095467,3,115
tt0095467,4,169
tt0095467,5,446
tt0095467,6,1203
tt0095467,7,3898
tt0095467,8,7685
tt0095467,9,5792
tt0095467,10,4650
tt0095468,1,181
tt0095468,2,96
tt0095468,3,133
tt0095468,4,194
tt0095468,5,485
tt0095468,6,1357
tt0095468,7,3611
tt0095468,8,6901
tt0095468,9,4492
tt0095468,10,3458
tt0095489,1,588
tt0095489,2,423
tt0095489,3,786
tt0095489,4,1590
tt0095489,5,4711
tt0095489,6,12284
tt0095489,7,26376
tt0095489,8,21688
tt0095489,9,9263
tt0095489,10,13877
tt0095497,1,1771
tt0095497,2,496
tt0095497,3,704
tt0095497,4,1180
tt0095497,5,2554
tt0095497,6,5690
tt0095497,7,12591
tt0095497,8,16203
tt0095497,9,9225
tt0095497,10,8370
tt0095519,1,355
tt0095519,2,309
tt0095519,3,655
tt0095519,4,1294
tt0095519,5,2842
tt0095519,6,5121
tt0095519,7,4748
tt0095519,8,2727
tt0095519,9,1085
tt0095519,10,2241
tt0095631,1,516
tt0095631,2,228
tt0095631,3,406
tt0095631,4,892
tt0095631,5,2826
tt0095631,6,8983
tt0095631,7,24564
tt0095631,8,27807
tt0095631,9,11717
tt0095631,10,10248
tt0095647,1,658
tt0095647,2,200
tt0095647,3,334
tt0095647,4,640
tt0095647,5,2140
tt0095647,6,6457
tt0095647,7,23647
tt0095647,8,41653
tt0095647,9,17366
tt0095647,10,9803
tt0095675,1,383
tt0095675,2,208
tt0095675,3,285
tt0095675,4,562
tt0095675,5,1510
tt0095675,6,4531
tt0095675,7,10706
tt0095675,8,13710
tt0095675,9,6219
tt0095675,10,5004
tt0095687,1,780
tt0095687,2,933
tt0095687,3,1827
tt0095687,4,3692
tt0095687,5,6823
tt0095687,6,6319
tt0095687,7,3586
tt0095687,8,1414
tt0095687,9,512
tt0095687,10,1014
tt0095690,1,443
tt0095690,2,318
tt0095690,3,651
tt0095690,4,1512
tt0095690,5,3993
tt0095690,6,8418
tt0095690,7,7866
tt0095690,8,3876
tt0095690,9,1258
tt0095690,10,1887
tt0095705,1,1022
tt0095705,2,729
tt0095705,3,1207
tt0095705,4,2375
tt0095705,5,6341
tt0095705,6,17510
tt0095705,7,44867
tt0095705,8,54548
tt0095705,9,23136
tt0095705,10,21583
tt0095742,1,1031
tt0095742,2,1244
tt0095742,3,2657
tt0095742,4,6147
tt0095742,5,13196
tt0095742,6,14728
tt0095742,7,9065
tt0095742,8,4157
tt0095742,9,1530
tt0095742,10,3913
tt0095765,1,3404
tt0095765,2,1147
tt0095765,3,1255
tt0095765,4,2420
tt0095765,5,5034
tt0095765,6,10747
tt0095765,7,30122
tt0095765,8,64736
tt0095765,9,71694
tt0095765,10,73418
tt0095776,1,416
tt0095776,2,346
tt0095776,3,701
tt0095776,4,1809
tt0095776,5,4959
tt0095776,6,11852
tt0095776,7,14456
tt0095776,8,7528
tt0095776,9,2927
tt0095776,10,4852
tt0095882,1,3545
tt0095882,2,3390
tt0095882,3,4871
tt0095882,4,6357
tt0095882,5,6918
tt0095882,6,4890
tt0095882,7,2926
tt0095882,8,1392
tt0095882,9,549
tt0095882,10,1936
tt0095925,1,423
tt0095925,2,379
tt0095925,3,725
tt0095925,4,1598
tt0095925,5,3533
tt0095925,6,6603
tt0095925,7,5753
tt0095925,8,3219
tt0095925,9,1182
tt0095925,10,1879
tt0095953,1,2515
tt0095953,2,1093
tt0095953,3,1586
tt0095953,4,3196
tt0095953,5,8820
tt0095953,6,28330
tt0095953,7,99932
tt0095953,8,203984
tt0095953,9,107881
tt0095953,10,62674
tt0095956,1,3535
tt0095956,2,3357
tt0095956,3,5926
tt0095956,4,11764
tt0095956,5,25641
tt0095956,6,35669
tt0095956,7,23979
tt0095956,8,10825
tt0095956,9,3792
tt0095956,10,9312
tt0095963,1,815
tt0095963,2,827
tt0095963,3,1788
tt0095963,4,4560
tt0095963,5,12249
tt0095963,6,23226
tt0095963,7,16911
tt0095963,8,6691
tt0095963,9,1995
tt0095963,10,3346
tt0095990,1,558
tt0095990,2,652
tt0095990,3,990
tt0095990,4,1868
tt0095990,5,3792
tt0095990,6,5001
tt0095990,7,3580
tt0095990,8,1791
tt0095990,9,662
tt0095990,10,1456
tt0096061,1,900
tt0096061,2,820
tt0096061,3,1529
tt0096061,4,3248
tt0096061,5,7834
tt0096061,6,18298
tt0096061,7,32382
tt0096061,8,22534
tt0096061,9,9674
tt0096061,10,10460
tt0096071,1,385
tt0096071,2,346
tt0096071,3,803
tt0096071,4,1627
tt0096071,5,3198
tt0096071,6,6320
tt0096071,7,7222
tt0096071,8,3803
tt0096071,9,1247
tt0096071,10,1387
tt0096101,1,585
tt0096101,2,794
tt0096101,3,1283
tt0096101,4,2824
tt0096101,5,5227
tt0096101,6,6114
tt0096101,7,4075
tt0096101,8,2103
tt0096101,9,882
tt0096101,10,1997
tt0096163,1,683
tt0096163,2,283
tt0096163,3,328
tt0096163,4,573
tt0096163,5,1536
tt0096163,6,3515
tt0096163,7,8510
tt0096163,8,13038
tt0096163,9,6823
tt0096163,10,4964
tt0096244,1,520
tt0096244,2,468
tt0096244,3,930
tt0096244,4,2217
tt0096244,5,5558
tt0096244,6,9867
tt0096244,7,7059
tt0096244,8,3000
tt0096244,9,1071
tt0096244,10,1645
tt0096251,1,738
tt0096251,2,448
tt0096251,3,631
tt0096251,4,863
tt0096251,5,1661
tt0096251,6,3194
tt0096251,7,5660
tt0096251,8,4949
tt0096251,9,2625
tt0096251,10,2969
tt0096256,1,1144
tt0096256,2,759
tt0096256,3,1426
tt0096256,4,2775
tt0096256,5,7066
tt0096256,6,18303
tt0096256,7,38320
tt0096256,8,34291
tt0096256,9,14362
tt0096256,10,15077
tt0096283,1,3373
tt0096283,2,1051
tt0096283,3,1387
tt0096283,4,2642
tt0096283,5,6649
tt0096283,6,18713
tt0096283,7,56592
tt0096283,8,102961
tt0096283,9,77859
tt0096283,10,73640
tt0096316,1,177
tt0096316,2,125
tt0096316,3,220
tt0096316,4,491
tt0096316,5,1587
tt0096316,6,4203
tt0096316,7,7249
tt0096316,8,4202
tt0096316,9,1211
tt0096316,10,1151
tt0096320,1,1391
tt0096320,2,1768
tt0096320,3,3609
tt0096320,4,8449
tt0096320,5,21010
tt0096320,6,39334
tt0096320,7,30365
tt0096320,8,12968
tt0096320,9,4043
tt0096320,10,5690
tt0096332,1,658
tt0096332,2,333
tt0096332,3,556
tt0096332,4,905
tt0096332,5,1902
tt0096332,6,4409
tt0096332,7,9020
tt0096332,8,9430
tt0096332,9,5260
tt0096332,10,4465
tt0096438,1,1083
tt0096438,2,828
tt0096438,3,1376
tt0096438,4,2876
tt0096438,5,7756
tt0096438,6,20364
tt0096438,7,49383
tt0096438,8,64766
tt0096438,9,29177
tt0096438,10,27368
tt0096446,1,1124
tt0096446,2,758
tt0096446,3,1320
tt0096446,4,2648
tt0096446,5,6771
tt0096446,6,16734
tt0096446,7,35036
tt0096446,8,30874
tt0096446,9,13775
tt0096446,10,16273
tt0096463,1,588
tt0096463,2,366
tt0096463,3,782
tt0096463,4,1875
tt0096463,5,5145
tt0096463,6,12918
tt0096463,7,18609
tt0096463,8,10599
tt0096463,9,4066
tt0096463,10,3856
tt0096487,1,591
tt0096487,2,390
tt0096487,3,871
tt0096487,4,1823
tt0096487,5,4952
tt0096487,6,12359
tt0096487,7,20057
tt0096487,8,12328
tt0096487,9,4608
tt0096487,10,5692
tt0096734,1,744
tt0096734,2,696
tt0096734,3,1291
tt0096734,4,2791
tt0096734,5,6516
tt0096734,6,14804
tt0096734,7,21424
tt0096734,8,13764
tt0096734,9,6132
tt0096734,10,9802
tt0096754,1,1328
tt0096754,2,838
tt0096754,3,1329
tt0096754,4,2772
tt0096754,5,7162
tt0096754,6,18954
tt0096754,7,46267
tt0096754,8,57316
tt0096754,9,26823
tt0096754,10,18650
tt0096764,1,628
tt0096764,2,481
tt0096764,3,818
tt0096764,4,1418
tt0096764,5,3326
tt0096764,6,7647
tt0096764,7,15272
tt0096764,8,12830
tt0096764,9,5883
tt0096764,10,6145
tt0096787,1,476
tt0096787,2,423
tt0096787,3,983
tt0096787,4,2016
tt0096787,5,4445
tt0096787,6,9027
tt0096787,7,11597
tt0096787,8,6514
tt0096787,9,2690
tt0096787,10,4934
tt0096794,1,586
tt0096794,2,377
tt0096794,3,733
tt0096794,4,1548
tt0096794,5,3850
tt0096794,6,7809
tt0096794,7,7825
tt0096794,8,4393
tt0096794,9,1844
tt0096794,10,2305
tt0096874,1,1713
tt0096874,2,1331
tt0096874,3,2290
tt0096874,4,5044
tt0096874,5,14673
tt0096874,6,44709
tt0096874,7,125770
tt0096874,8,177266
tt0096874,9,86156
tt0096874,10,80912
tt0096895,1,3014
tt0096895,2,1964
tt0096895,3,2934
tt0096895,4,5245
tt0096895,5,14223
tt0096895,6,39847
tt0096895,7,103907
tt0096895,8,119621
tt0096895,9,48628
tt0096895,10,42739
tt0096928,1,1277
tt0096928,2,974
tt0096928,3,1755
tt0096928,4,3730
tt0096928,5,9468
tt0096928,6,23953
tt0096928,7,42277
tt0096928,8,27141
tt0096928,9,10222
tt0096928,10,12995
tt0096933,1,521
tt0096933,2,380
tt0096933,3,786
tt0096933,4,1972
tt0096933,5,5413
tt0096933,6,13990
tt0096933,7,18150
tt0096933,8,9233
tt0096933,9,2843
tt0096933,10,3050
tt0096969,1,1500
tt0096969,2,711
tt0096969,3,1161
tt0096969,4,2314
tt0096969,5,5756
tt0096969,6,15704
tt0096969,7,36365
tt0096969,8,27475
tt0096969,9,10463
tt0096969,10,7440
tt0097027,1,512
tt0097027,2,233
tt0097027,3,449
tt0097027,4,924
tt0097027,5,2454
tt0097027,6,7183
tt0097027,7,16441
tt0097027,8,10875
tt0097027,9,3521
tt0097027,10,2830
tt0097108,1,1121
tt0097108,2,599
tt0097108,3,722
tt0097108,4,1044
